Vendor,Vendor SKU,Link,Price,Shape,Carat Weight,Color Grade,Cut Grade,Clarity Grade,Grading Lab,Cert Number,Origin,Depth,Table,Polish,Symmetry
Blue Nile,13111759,https://www.bluenile.com/diamond-details/13111759,230,Round,0.3,K,Excellent,VS2,GIA,,Mined,62.3,56,VG,VG
Blue Nile,28666267,https://www.bluenile.com/diamond-details/28666267,270,Round,0.3,K,Very Good,VVS2,GIA,,Mined,63.2,57,EX,GD
Blue Nile,26434708,https://www.bluenile.com/diamond-details/26434708,290,Round,0.3,K,Excellent,SI2,GIA,,Mined,62,56,EX,EX
Blue Nile,23011675,https://www.bluenile.com/diamond-details/23011675,310,Round,0.31,K,Excellent,VVS2,GIA,,Mined,62.4,57,EX,EX
Blue Nile,23011680,https://www.bluenile.com/diamond-details/23011680,320,Round,0.32,K,Excellent,VVS2,GIA,,Mined,62.6,57,EX,EX
Blue Nile,23011646,https://www.bluenile.com/diamond-details/23011646,330,Round,0.3,K,Excellent,VVS1,GIA,,Mined,62.7,56,EX,EX
Blue Nile,28666188,https://www.bluenile.com/diamond-details/28666188,330,Round,0.33,K,Excellent,VVS1,GIA,,Mined,62.2,59,EX,EX
Blue Nile,27380976,https://www.bluenile.com/diamond-details/27380976,340,Round,0.33,J,Excellent,VVS1,GIA,,Mined,61.4,58,EX,VG
Blue Nile,24947737,https://www.bluenile.com/diamond-details/24947737,360,Round,0.35,F,Excellent,SI1,GIA,,Mined,61.2,58,EX,EX
Blue Nile,28646603,https://www.bluenile.com/diamond-details/28646603,360,Round,0.34,J,Excellent,VVS1,GIA,,Mined,62.3,57,EX,EX
Blue Nile,28354494,https://www.bluenile.com/diamond-details/28354494,370,Round,0.4,I,Excellent,SI1,GIA,,Mined,62.3,57,EX,EX
Blue Nile,22018971,https://www.bluenile.com/diamond-details/22018971,380,Round,0.4,H,Excellent,SI1,GIA,,Mined,62.6,56,EX,EX
Blue Nile,21562897,https://www.bluenile.com/diamond-details/21562897,320,Round,0.3,E,Very Good,SI2,GIA,,Mined,64.6,57,EX,VG
Blue Nile,22037260,https://www.bluenile.com/diamond-details/22037260,330,Round,0.31,E,Very Good,SI2,GIA,,Mined,62.4,57,GD,EX
Blue Nile,28646425,https://www.bluenile.com/diamond-details/28646425,340,Round,0.3,I,Very Good,VS1,GIA,,Mined,63.5,61,EX,EX
Blue Nile,12531445,https://www.bluenile.com/diamond-details/12531445,360,Round,0.33,K,Excellent,VS1,GIA,,Mined,62.6,58,EX,EX
Blue Nile,23090316,https://www.bluenile.com/diamond-details/23090316,370,Round,0.3,H,Excellent,VVS2,GIA,,Mined,61.1,61,EX,EX
Blue Nile,28164715,https://www.bluenile.com/diamond-details/28164715,380,Round,0.3,J,Excellent,VVS1,GIA,,Mined,62.4,58,EX,EX
Blue Nile,26603368,https://www.bluenile.com/diamond-details/26603368,380,Round,0.3,D,Very Good,VS1,GIA,,Mined,62.5,60,EX,VG
Blue Nile,28693246,https://www.bluenile.com/diamond-details/28693246,380,Round,0.3,F,Excellent,SI1,GIA,,Mined,61.9,57,EX,EX
Blue Nile,27116703,https://www.bluenile.com/diamond-details/27116703,390,Round,0.38,F,Excellent,SI1,GIA,,Mined,62.1,59,EX,EX
Blue Nile,28633941,https://www.bluenile.com/diamond-details/28633941,370,Round,0.3,E,Very Good,VS1,GIA,,Mined,63.1,57,VG,GD
Blue Nile,28651866,https://www.bluenile.com/diamond-details/28651866,380,Round,0.3,J,Excellent,VS1,GIA,,Mined,62.2,60,VG,EX
Blue Nile,24384301,https://www.bluenile.com/diamond-details/24384301,380,Round,0.4,K,Excellent,VS1,GIA,,Mined,61.7,55,VG,VG
Blue Nile,25615295,https://www.bluenile.com/diamond-details/25615295,390,Round,0.38,F,Excellent,SI2,GIA,,Mined,62,59,EX,EX
Blue Nile,17191707,https://www.bluenile.com/diamond-details/17191707,390,Round,0.23,F,Excellent,VVS2,GIA,,Mined,61.8,59,EX,EX
Blue Nile,16057692,https://www.bluenile.com/diamond-details/16057692,390,Round,0.27,H,Excellent,VVS1,GIA,,Mined,62.7,55,EX,EX
Blue Nile,24459075,https://www.bluenile.com/diamond-details/24459075,400,Round,0.32,D,Very Good,VS1,GIA,,Mined,63.2,55,EX,EX
Blue Nile,26850079,https://www.bluenile.com/diamond-details/26850079,400,Round,0.35,J,Excellent,SI2,GIA,,Mined,61.3,59,EX,EX
Blue Nile,16136637,https://www.bluenile.com/diamond-details/16136637,410,Round,0.29,G,Very Good,VS2,GIA,,Mined,63.5,58,VG,VG
Blue Nile,27584988,https://www.bluenile.com/diamond-details/27584988,390,Round,0.31,K,Excellent,IF,GIA,,Mined,62.3,59,VG,EX
Blue Nile,20694845,https://www.bluenile.com/diamond-details/20694845,390,Round,0.34,H,Excellent,VS1,GIA,,Mined,63.2,57,EX,EX
Blue Nile,26005413,https://www.bluenile.com/diamond-details/26005413,400,Round,0.3,I,Excellent,VVS1,GIA,,Mined,60.7,61,VG,EX
Blue Nile,27622032,https://www.bluenile.com/diamond-details/27622032,400,Round,0.34,J,Excellent,VVS2,GIA,,Mined,62.8,57,EX,EX
Blue Nile,27405475,https://www.bluenile.com/diamond-details/27405475,410,Round,0.32,J,Excellent,VVS1,GIA,,Mined,62.6,58,EX,EX
Blue Nile,26849995,https://www.bluenile.com/diamond-details/26849995,410,Round,0.31,G,Excellent,SI2,GIA,,Mined,60.3,59,EX,EX
Blue Nile,26855985,https://www.bluenile.com/diamond-details/26855985,410,Round,0.37,G,Excellent,SI2,GIA,,Mined,61.2,58,EX,EX
Blue Nile,12274486,https://www.bluenile.com/diamond-details/12274486,420,Round,0.4,K,Very Good,VVS1,GIA,,Mined,64.5,56,EX,VG
Blue Nile,18645103,https://www.bluenile.com/diamond-details/18645103,420,Round,0.3,F,Excellent,SI1,GIA,,Mined,60.7,57,EX,EX
Blue Nile,27975697,https://www.bluenile.com/diamond-details/27975697,430,Round,0.44,I,Excellent,SI1,GIA,,Mined,61.9,57,EX,EX
Blue Nile,24462334,https://www.bluenile.com/diamond-details/24462334,430,Round,0.3,D,Excellent,VS1,GIA,,Mined,62.9,57,EX,VG
Blue Nile,20738235,https://www.bluenile.com/diamond-details/20738235,440,Round,0.44,I,Excellent,SI1,GIA,,Mined,61.1,60,EX,VG
Blue Nile,26219188,https://www.bluenile.com/diamond-details/26219188,440,Round,0.3,H,Excellent,VVS1,GIA,,Mined,62.5,57,EX,EX
Blue Nile,13733316,https://www.bluenile.com/diamond-details/13733316,440,Round,0.23,F,Excellent,VVS2,GIA,,Mined,62,58,EX,EX
Blue Nile,28487730,https://www.bluenile.com/diamond-details/28487730,440,Round,0.3,E,Excellent,VVS1,GIA,,Mined,60,61,VG,EX
Blue Nile,11326670,https://www.bluenile.com/diamond-details/11326670,410,Round,0.29,H,Good,VVS2,GIA,,Mined,65.4,57,GD,GD
Blue Nile,25960531,https://www.bluenile.com/diamond-details/25960531,420,Round,0.46,I,Very Good,SI1,GIA,,Mined,64.4,58,EX,VG
Blue Nile,28648384,https://www.bluenile.com/diamond-details/28648384,420,Round,0.37,I,Excellent,SI2,GIA,,Mined,62.1,54,EX,EX
Blue Nile,26034761,https://www.bluenile.com/diamond-details/26034761,430,Round,0.31,G,Excellent,IF,GIA,,Mined,61.7,59,EX,EX
Blue Nile,28354588,https://www.bluenile.com/diamond-details/28354588,430,Round,0.3,G,Excellent,VS2,GIA,,Mined,61.8,58,EX,EX
Blue Nile,22552978,https://www.bluenile.com/diamond-details/22552978,440,Round,0.35,J,Excellent,SI2,GIA,,Mined,61.3,59,EX,EX
Blue Nile,28692881,https://www.bluenile.com/diamond-details/28692881,440,Round,0.3,F,Very Good,VS1,GIA,,Mined,64.1,56,VG,GD
Blue Nile,10635187,https://www.bluenile.com/diamond-details/10635187,440,Round,0.3,D,Excellent,VS1,GIA,,Mined,62.8,56,EX,VG
Blue Nile,28469121,https://www.bluenile.com/diamond-details/28469121,440,Round,0.36,J,Excellent,VVS1,GIA,,Mined,60.5,59,EX,EX
Blue Nile,27102836,https://www.bluenile.com/diamond-details/27102836,450,Round,0.3,F,Excellent,VS1,GIA,,Mined,62.7,57,EX,EX
Blue Nile,27551963,https://www.bluenile.com/diamond-details/27551963,450,Round,0.46,I,Excellent,SI1,GIA,,Mined,63.1,55,EX,EX
Blue Nile,28715927,https://www.bluenile.com/diamond-details/28715927,450,Round,0.33,H,Excellent,SI1,GIA,,Mined,62.5,57,EX,EX
Blue Nile,28599546,https://www.bluenile.com/diamond-details/28599546,450,Round,0.32,I,Excellent,IF,GIA,,Mined,60.5,60,EX,EX
Blue Nile,28487081,https://www.bluenile.com/diamond-details/28487081,460,Round,0.37,E,Excellent,SI1,GIA,,Mined,61.6,59,EX,EX
Blue Nile,28380305,https://www.bluenile.com/diamond-details/28380305,450,Round,0.45,J,Excellent,SI1,GIA,,Mined,61.5,58,EX,EX
Blue Nile,27969918,https://www.bluenile.com/diamond-details/27969918,460,Round,0.36,J,Excellent,VS2,GIA,,Mined,62,57,EX,EX
Blue Nile,28599296,https://www.bluenile.com/diamond-details/28599296,460,Round,0.3,F,Excellent,SI1,GIA,,Mined,60.7,60,EX,EX
Blue Nile,27334196,https://www.bluenile.com/diamond-details/27334196,460,Round,0.3,F,Excellent,VS1,GIA,,Mined,62.6,56,EX,EX
Blue Nile,28630196,https://www.bluenile.com/diamond-details/28630196,460,Round,0.3,F,Excellent,VVS1,GIA,,Mined,60.6,60,EX,VG
Blue Nile,27499009,https://www.bluenile.com/diamond-details/27499009,460,Round,0.4,F,Very Good,VS2,GIA,,Mined,61.2,60,GD,GD
Blue Nile,23664928,https://www.bluenile.com/diamond-details/23664928,470,Round,0.35,G,Excellent,VVS1,GIA,,Mined,62.7,56,EX,EX
Blue Nile,27555995,https://www.bluenile.com/diamond-details/27555995,340,Radiant,0.33,I,Ideal,VS2,GIA,,Mined,68.7,66,VG,VG
Blue Nile,27270478,https://www.bluenile.com/diamond-details/27270478,460,Radiant,0.3,G,Ideal,IF,GIA,,Mined,67.7,65,EX,VG
Blue Nile,28572630,https://www.bluenile.com/diamond-details/28572630,570,Radiant,0.5,I,Very Good,VS2,GIA,,Mined,64.1,67,VG,GD
Blue Nile,27911024,https://www.bluenile.com/diamond-details/27911024,610,Radiant,0.41,G,Ideal,VS2,GIA,,Mined,68.6,67,EX,EX
Blue Nile,27966444,https://www.bluenile.com/diamond-details/27966444,650,Radiant,0.5,H,Ideal,VS2,GIA,,Mined,68.4,68,EX,VG
Blue Nile,27575865,https://www.bluenile.com/diamond-details/27575865,670,Radiant,0.5,H,Ideal,VS1,GIA,,Mined,68.3,63,EX,VG
Blue Nile,27549456,https://www.bluenile.com/diamond-details/27549456,690,Radiant,0.51,F,Ideal,SI1,GIA,,Mined,68.4,67,EX,EX
Blue Nile,28047936,https://www.bluenile.com/diamond-details/28047936,710,Radiant,0.5,H,Ideal,VVS1,GIA,,Mined,66.6,66,EX,EX
Blue Nile,28568303,https://www.bluenile.com/diamond-details/28568303,720,Radiant,0.52,H,Ideal,VS1,GIA,,Mined,67.6,65,EX,VG
Blue Nile,27711849,https://www.bluenile.com/diamond-details/27711849,740,Radiant,0.53,H,Ideal,VS2,GIA,,Mined,68.5,60,EX,EX
Blue Nile,28313363,https://www.bluenile.com/diamond-details/28313363,760,Radiant,0.52,G,Ideal,VS2,GIA,,Mined,68,68,EX,VG
Blue Nile,27744173,https://www.bluenile.com/diamond-details/27744173,610,Radiant,0.52,G,Ideal,SI1,GIA,,Mined,65.7,68,EX,EX
Blue Nile,28243048,https://www.bluenile.com/diamond-details/28243048,670,Radiant,0.5,H,Ideal,VS1,GIA,,Mined,68.7,66,EX,EX
Blue Nile,28564988,https://www.bluenile.com/diamond-details/28564988,690,Radiant,0.5,G,Very Good,VS2,GIA,,Mined,67.2,66,VG,GD
Blue Nile,28660423,https://www.bluenile.com/diamond-details/28660423,710,Radiant,0.5,F,Ideal,VS2,GIA,,Mined,68.5,64,EX,EX
Blue Nile,28569136,https://www.bluenile.com/diamond-details/28569136,720,Radiant,0.55,H,Ideal,VS2,GIA,,Mined,68.4,65,EX,VG
Blue Nile,27551116,https://www.bluenile.com/diamond-details/27551116,760,Radiant,0.51,D,Ideal,SI1,GIA,,Mined,68.3,67,EX,EX
Blue Nile,28004170,https://www.bluenile.com/diamond-details/28004170,770,Radiant,0.5,E,Ideal,VS2,GIA,,Mined,66.1,61,EX,VG
Blue Nile,28597492,https://www.bluenile.com/diamond-details/28597492,770,Radiant,0.5,F,Ideal,VS1,GIA,,Mined,69.7,66,EX,VG
Blue Nile,28565839,https://www.bluenile.com/diamond-details/28565839,780,Radiant,0.53,H,Ideal,VVS2,GIA,,Mined,65.5,66,EX,EX
Blue Nile,28294752,https://www.bluenile.com/diamond-details/28294752,800,Radiant,0.54,G,Ideal,VVS2,GIA,,Mined,68.3,64,VG,EX
Blue Nile,28313415,https://www.bluenile.com/diamond-details/28313415,710,Radiant,0.5,E,Ideal,SI1,GIA,,Mined,68,66,EX,VG
Blue Nile,26314111,https://www.bluenile.com/diamond-details/26314111,720,Radiant,0.5,E,Very Good,VS2,GIA,,Mined,69.5,69,EX,EX
Blue Nile,28381716,https://www.bluenile.com/diamond-details/28381716,740,Radiant,0.51,F,Ideal,VVS2,GIA,,Mined,67.9,64,EX,VG
Blue Nile,28355452,https://www.bluenile.com/diamond-details/28355452,770,Radiant,0.51,G,Ideal,VVS1,GIA,,Mined,66.7,68,EX,VG
Blue Nile,28361396,https://www.bluenile.com/diamond-details/28361396,780,Radiant,0.51,D,Ideal,SI1,GIA,,Mined,68.6,65,EX,EX
Blue Nile,28559556,https://www.bluenile.com/diamond-details/28559556,800,Radiant,0.51,D,Ideal,VS2,GIA,,Mined,68.1,68,EX,VG
Blue Nile,27049411,https://www.bluenile.com/diamond-details/27049411,810,Radiant,0.5,E,Ideal,VS2,GIA,,Mined,68.1,64,EX,VG
Blue Nile,27545237,https://www.bluenile.com/diamond-details/27545237,810,Radiant,0.53,G,Ideal,VS1,GIA,,Mined,68.3,67,EX,EX
Blue Nile,27342278,https://www.bluenile.com/diamond-details/27342278,820,Radiant,0.5,D,Ideal,VS1,GIA,,Mined,66.6,65,EX,VG
Blue Nile,27533156,https://www.bluenile.com/diamond-details/27533156,810,Radiant,0.5,F,Ideal,VS1,GIA,,Mined,68.2,66,EX,VG
Blue Nile,28569160,https://www.bluenile.com/diamond-details/28569160,820,Radiant,0.53,D,Ideal,SI1,GIA,,Mined,67.9,68,VG,VG
Blue Nile,27943960,https://www.bluenile.com/diamond-details/27943960,830,Radiant,0.5,F,Ideal,VVS2,GIA,,Mined,68.6,66,EX,VG
Blue Nile,28570934,https://www.bluenile.com/diamond-details/28570934,840,Radiant,0.6,H,Ideal,VS1,GIA,,Mined,67.9,65,EX,VG
Blue Nile,26424065,https://www.bluenile.com/diamond-details/26424065,850,Radiant,0.5,F,Ideal,VVS1,GIA,,Mined,66.9,67,EX,EX
Blue Nile,27966596,https://www.bluenile.com/diamond-details/27966596,860,Radiant,0.53,E,Ideal,VS2,GIA,,Mined,68.1,66,EX,VG
Blue Nile,26193092,https://www.bluenile.com/diamond-details/26193092,840,Radiant,0.52,E,Ideal,VS2,GIA,,Mined,68.2,66,EX,VG
Blue Nile,28285108,https://www.bluenile.com/diamond-details/28285108,850,Radiant,0.51,E,Ideal,VVS2,GIA,,Mined,67.7,66,EX,VG
Blue Nile,27645177,https://www.bluenile.com/diamond-details/27645177,860,Radiant,0.6,G,Ideal,VS1,GIA,,Mined,68.3,62,EX,VG
Blue Nile,24872660,https://www.bluenile.com/diamond-details/24872660,870,Radiant,0.6,H,Ideal,VVS1,GIA,,Mined,69,66,EX,EX
Blue Nile,27967070,https://www.bluenile.com/diamond-details/27967070,870,Radiant,0.51,E,Ideal,VS1,GIA,,Mined,68.3,67,EX,VG
Blue Nile,27336534,https://www.bluenile.com/diamond-details/27336534,880,Radiant,0.5,E,Ideal,VVS2,GIA,,Mined,68.4,67,EX,VG
Blue Nile,18369744,https://www.bluenile.com/diamond-details/18369744,900,Radiant,0.72,K,Ideal,SI1,GIA,,Mined,70.5,68,EX,VG
Blue Nile,28488283,https://www.bluenile.com/diamond-details/28488283,910,Radiant,0.54,D,Ideal,VVS2,GIA,,Mined,66.9,67,VG,VG
Blue Nile,26193279,https://www.bluenile.com/diamond-details/26193279,880,Radiant,0.62,I,Ideal,IF,GIA,,Mined,67.7,66,EX,VG
Blue Nile,28207841,https://www.bluenile.com/diamond-details/28207841,910,Radiant,0.54,F,Ideal,VVS1,GIA,,Mined,68,63,EX,VG
Blue Nile,28060805,https://www.bluenile.com/diamond-details/28060805,920,Radiant,0.55,E,Ideal,VS2,GIA,,Mined,68.2,67,EX,EX
Blue Nile,28565857,https://www.bluenile.com/diamond-details/28565857,930,Radiant,0.51,E,Ideal,VVS2,GIA,,Mined,67.4,66,EX,VG
Blue Nile,28566769,https://www.bluenile.com/diamond-details/28566769,950,Radiant,0.51,D,Ideal,VVS2,GIA,,Mined,68.3,67,EX,VG
Blue Nile,27019299,https://www.bluenile.com/diamond-details/27019299,970,Radiant,0.52,D,Ideal,VVS2,GIA,,Mined,68.4,63,EX,EX
Blue Nile,28004191,https://www.bluenile.com/diamond-details/28004191,920,Radiant,0.55,D,Ideal,VS2,GIA,,Mined,67.6,67,EX,VG
Blue Nile,4503664,https://www.bluenile.com/diamond-details/4503664,930,Radiant,0.8,J,Very Good,VS2,GIA,,Mined,69,71,VG,GD
Blue Nile,28299280,https://www.bluenile.com/diamond-details/28299280,950,Radiant,0.51,E,Ideal,VVS1,GIA,,Mined,67.7,67,EX,VG
Blue Nile,28575571,https://www.bluenile.com/diamond-details/28575571,970,Radiant,0.52,E,Ideal,VVS1,GIA,,Mined,65.2,61,EX,VG
Blue Nile,27576014,https://www.bluenile.com/diamond-details/27576014,990,Radiant,0.52,D,Ideal,VVS1,GIA,,Mined,68.2,65,EX,VG
Blue Nile,21232705,https://www.bluenile.com/diamond-details/21232705,1020,Radiant,0.61,I,Good,SI1,GIA,,Mined,69.5,73,VG,VG
Blue Nile,27480839,https://www.bluenile.com/diamond-details/27480839,1050,Radiant,0.73,H,Ideal,VS2,GIA,,Mined,68.2,64,EX,EX
Blue Nile,28596073,https://www.bluenile.com/diamond-details/28596073,1080,Radiant,0.6,E,Ideal,VVS2,GIA,,Mined,68.4,65,EX,VG
Blue Nile,18104957,https://www.bluenile.com/diamond-details/18104957,1120,Radiant,0.9,J,Very Good,VS1,GIA,,Mined,70.3,70,EX,VG
Blue Nile,28269970,https://www.bluenile.com/diamond-details/28269970,1160,Radiant,0.7,G,Ideal,VS2,GIA,,Mined,68.4,65,EX,EX
Blue Nile,27986428,https://www.bluenile.com/diamond-details/27986428,200,Emerald,0.39,I,Good,SI2,GIA,,Mined,62.9,70,VG,GD
Blue Nile,28252064,https://www.bluenile.com/diamond-details/28252064,310,Emerald,0.42,K,Very Good,SI2,GIA,,Mined,68,65,EX,VG
Blue Nile,24251988,https://www.bluenile.com/diamond-details/24251988,330,Emerald,0.4,E,Good,SI2,GIA,,Mined,63.8,69,EX,VG
Blue Nile,24340650,https://www.bluenile.com/diamond-details/24340650,340,Emerald,0.35,I,Very Good,VS2,GIA,,Mined,68.1,64,EX,VG
Blue Nile,28362596,https://www.bluenile.com/diamond-details/28362596,350,Emerald,0.3,E,Good,SI1,GIA,,Mined,63.8,67,VG,GD
Blue Nile,28636939,https://www.bluenile.com/diamond-details/28636939,360,Emerald,0.3,I,Good,VS2,GIA,,Mined,67.7,70,VG,VG
Blue Nile,24177080,https://www.bluenile.com/diamond-details/24177080,370,Emerald,0.3,G,Very Good,VVS1,GIA,,Mined,69.4,65,EX,VG
Blue Nile,27555903,https://www.bluenile.com/diamond-details/27555903,380,Emerald,0.31,E,Good,VS2,GIA,,Mined,68.5,67,EX,GD
Blue Nile,27094607,https://www.bluenile.com/diamond-details/27094607,380,Emerald,0.32,H,Good,IF,GIA,,Mined,66.5,67,EX,EX
Blue Nile,23941639,https://www.bluenile.com/diamond-details/23941639,390,Emerald,0.3,E,Good,VS1,GIA,,Mined,65.2,69,EX,VG
Blue Nile,25955224,https://www.bluenile.com/diamond-details/25955224,390,Emerald,0.3,G,Good,VVS1,GIA,,Mined,68.1,66,EX,VG
Blue Nile,26533002,https://www.bluenile.com/diamond-details/26533002,400,Emerald,0.4,H,Good,SI1,GIA,,Mined,67.3,68,VG,VG
Blue Nile,24932202,https://www.bluenile.com/diamond-details/24932202,400,Emerald,0.26,E,Good,VVS1,GIA,,Mined,68.5,69,VG,VG
Blue Nile,27554564,https://www.bluenile.com/diamond-details/27554564,410,Emerald,0.31,G,Good,VVS2,GIA,,Mined,68.1,67,EX,VG
Blue Nile,24620096,https://www.bluenile.com/diamond-details/24620096,410,Emerald,0.31,D,Good,VVS2,GIA,,Mined,65,67,EX,VG
Blue Nile,24518083,https://www.bluenile.com/diamond-details/24518083,410,Emerald,0.3,D,Good,VS2,GIA,,Mined,66.6,66,EX,VG
Blue Nile,24447334,https://www.bluenile.com/diamond-details/24447334,380,Emerald,0.33,I,Good,IF,GIA,,Mined,68.4,67,EX,VG
Blue Nile,26105627,https://www.bluenile.com/diamond-details/26105627,380,Emerald,0.32,H,Very Good,VVS2,GIA,,Mined,68.8,64,EX,VG
Blue Nile,27224562,https://www.bluenile.com/diamond-details/27224562,390,Emerald,0.3,F,Good,VVS1,GIA,,Mined,68.4,67,EX,VG
Blue Nile,28027003,https://www.bluenile.com/diamond-details/28027003,390,Emerald,0.31,G,Good,VVS2,GIA,,Mined,72.3,70,EX,VG
Blue Nile,25782862,https://www.bluenile.com/diamond-details/25782862,400,Emerald,0.33,G,Good,VVS2,GIA,,Mined,67.5,69,VG,VG
Blue Nile,27639878,https://www.bluenile.com/diamond-details/27639878,400,Emerald,0.34,D,Good,SI1,GIA,,Mined,67.1,69,EX,VG
Blue Nile,24305115,https://www.bluenile.com/diamond-details/24305115,410,Emerald,0.3,D,Very Good,VVS1,GIA,,Mined,64.5,64,EX,GD
Blue Nile,27639385,https://www.bluenile.com/diamond-details/27639385,410,Emerald,0.31,H,Good,IF,GIA,,Mined,68.2,74,EX,GD
Blue Nile,24292535,https://www.bluenile.com/diamond-details/24292535,420,Emerald,0.34,G,Good,VS1,GIA,,Mined,68.2,67,EX,VG
Blue Nile,27332100,https://www.bluenile.com/diamond-details/27332100,420,Emerald,0.4,I,Very Good,SI1,GIA,,Mined,67.8,64,VG,VG
Blue Nile,23942923,https://www.bluenile.com/diamond-details/23942923,420,Emerald,0.4,E,Very Good,SI1,GIA,,Mined,67.2,63,VG,EX
Blue Nile,28267182,https://www.bluenile.com/diamond-details/28267182,420,Emerald,0.32,G,Good,SI1,GIA,,Mined,64.2,68,VG,VG
Blue Nile,24179957,https://www.bluenile.com/diamond-details/24179957,430,Emerald,0.3,D,Good,VVS1,GIA,,Mined,68.5,67,EX,VG
Blue Nile,26881830,https://www.bluenile.com/diamond-details/26881830,430,Emerald,0.35,D,Very Good,VS1,GIA,,Mined,66.9,59,VG,GD
Blue Nile,27461402,https://www.bluenile.com/diamond-details/27461402,430,Emerald,0.31,E,Good,VVS2,GIA,,Mined,67.3,68,VG,VG
Blue Nile,28356593,https://www.bluenile.com/diamond-details/28356593,440,Emerald,0.3,D,Good,VVS1,GIA,,Mined,64.7,68,EX,VG
Blue Nile,21621682,https://www.bluenile.com/diamond-details/21621682,450,Emerald,0.41,G,Good,VVS2,GIA,,Mined,68.1,67,EX,VG
Blue Nile,23572747,https://www.bluenile.com/diamond-details/23572747,450,Emerald,0.36,F,Very Good,VVS2,GIA,,Mined,65.7,65,EX,VG
Blue Nile,28337468,https://www.bluenile.com/diamond-details/28337468,460,Emerald,0.33,E,Good,VS1,GIA,,Mined,67.1,70,VG,GD
Blue Nile,21086597,https://www.bluenile.com/diamond-details/21086597,470,Emerald,0.28,G,Very Good,VVS1,GIA,,Mined,64.5,62,EX,VG
Blue Nile,24370661,https://www.bluenile.com/diamond-details/24370661,480,Emerald,0.37,E,Good,VS1,GIA,,Mined,68.6,66,EX,VG
Blue Nile,28300355,https://www.bluenile.com/diamond-details/28300355,490,Emerald,0.3,F,Good,VS1,GIA,,Mined,65.5,69,VG,VG
Blue Nile,28663055,https://www.bluenile.com/diamond-details/28663055,430,Emerald,0.46,D,Ideal,SI2,GIA,,Mined,66.6,60,EX,EX
Blue Nile,28779497,https://www.bluenile.com/diamond-details/28779497,440,Emerald,0.3,F,Good,VS1,GIA,,Mined,67.9,68,EX,VG
Blue Nile,24295545,https://www.bluenile.com/diamond-details/24295545,450,Emerald,0.31,D,Good,VVS1,GIA,,Mined,65.9,68,EX,VG
Blue Nile,28450992,https://www.bluenile.com/diamond-details/28450992,460,Emerald,0.35,D,Good,VS1,GIA,,Mined,69.3,67,VG,VG
Blue Nile,24340630,https://www.bluenile.com/diamond-details/24340630,470,Emerald,0.33,D,Good,VVS1,GIA,,Mined,67.6,67,EX,VG
Blue Nile,28579607,https://www.bluenile.com/diamond-details/28579607,480,Emerald,0.3,E,Good,VS2,GIA,,Mined,66.5,69,GD,GD
Blue Nile,28253676,https://www.bluenile.com/diamond-details/28253676,490,Emerald,0.3,E,Ideal,VS1,GIA,,Mined,66.9,57,EX,VG
Blue Nile,28098098,https://www.bluenile.com/diamond-details/28098098,490,Emerald,0.36,F,Good,VS2,GIA,,Mined,64.9,69,EX,VG
Blue Nile,20326003,https://www.bluenile.com/diamond-details/20326003,490,Emerald,0.45,J,Good,IF,GIA,,Mined,67.9,67,EX,VG
Blue Nile,25612248,https://www.bluenile.com/diamond-details/25612248,500,Emerald,0.5,I,Very Good,SI1,GIA,,Mined,67.2,63,EX,VG
Blue Nile,28304972,https://www.bluenile.com/diamond-details/28304972,500,Emerald,0.38,F,Good,VS2,GIA,,Mined,65.4,69,VG,VG
Blue Nile,28219231,https://www.bluenile.com/diamond-details/28219231,510,Emerald,0.51,I,Very Good,VS1,GIA,,Mined,72.4,62,EX,VG
Blue Nile,28217077,https://www.bluenile.com/diamond-details/28217077,500,Emerald,0.5,H,Good,SI1,GIA,,Mined,67.9,66,EX,VG
Blue Nile,26154146,https://www.bluenile.com/diamond-details/26154146,500,Emerald,0.3,D,Very Good,IF,GIA,,Mined,68.2,63,VG,VG
Blue Nile,24292673,https://www.bluenile.com/diamond-details/24292673,520,Emerald,0.4,G,Good,VVS1,GIA,,Mined,67.1,68,EX,EX
Blue Nile,27938916,https://www.bluenile.com/diamond-details/27938916,520,Emerald,0.51,K,Good,VVS1,GIA,,Mined,65.7,67,VG,VG
Blue Nile,28569788,https://www.bluenile.com/diamond-details/28569788,530,Emerald,0.5,J,Very Good,VS2,GIA,,Mined,67.8,65,EX,VG
Blue Nile,28217174,https://www.bluenile.com/diamond-details/28217174,540,Emerald,0.52,I,Good,VVS1,GIA,,Mined,69.1,67,EX,VG
Blue Nile,28509683,https://www.bluenile.com/diamond-details/28509683,240,Oval,0.29,G,Good,SI2,GIA,,Mined,56.1,61,VG,VG
Blue Nile,28335116,https://www.bluenile.com/diamond-details/28335116,340,Oval,0.3,E,Ideal,SI1,GIA,,Mined,62.7,61,VG,VG
Blue Nile,28482482,https://www.bluenile.com/diamond-details/28482482,360,Oval,0.3,I,Very Good,VS2,GIA,,Mined,63.8,61,EX,VG
Blue Nile,27228146,https://www.bluenile.com/diamond-details/27228146,380,Oval,0.3,F,Good,SI2,GIA,,Mined,65.5,64,VG,VG
Blue Nile,27247108,https://www.bluenile.com/diamond-details/27247108,390,Oval,0.3,E,Very Good,SI2,GIA,,Mined,64.9,61,VG,GD
Blue Nile,28525720,https://www.bluenile.com/diamond-details/28525720,400,Oval,0.24,F,Good,VS1,GIA,,Mined,54.9,66,VG,VG
